ASV	S1	S10	S100	S101	S102	S103	S104	S105	S107	S108	S109	S110	S111	S112	S113	S114	S115	S116	S117	S118	S119	S12	S120	S121	S122	S123	S124	S125	S126	S127	S128	S13	S14	S15	S16	S17	S18	S19	S2	S20	S21	S23	S24	S25	S26	S27	S28	S29	S3	S30	S31	S32	S33	S34	S35	S36	S37	S38	S39	S4	S40	S41	S42	S43	S44	S45	S46	S47	S48	S49	S5	S51	S52	S53	S54	S55	S56	S57	S58	S59	S6	S60	S61	S62	S63	S64	S66	S67	S68	S69	S7	S70	S71	S72	S73	S74	S75	S76	S78	S79	S8	S80	S81	S82	S83	S84	S85	S86	S87	S88	S89	S9	S90	S91	S92	S93	S94	S95	S97	S98	S99
ASV_51	29	219	0	68	100	26	154	27	76	35	239	120	288	226	0	4	3	5	1033	0	252	683	379	672	82	165	408	18	62	44	8	238	50	108	202	169	2	325	62	43	1704	1176	1015	0	223	1802	3	183	1	179	175	124	664	55	112	425	22	341	96	4	153	1	11	9	4	863	923	161	1103	1	1750	15	0	123	11	0	106	592	7	108	279	88	2423	220	11	657	0	9	1287	1139	198	51	90	983	2035	46	22	6	0	70	1945	47	73	12	14	47	29	13	0	34	285	687	5	139	140	5	2	18	0	0	7
ASV_52	0	0	3	0	34	2	2	1118	14	1318	1	39	28	23	2	0	140	0	0	71	0	0	0	28	0	550	10	1612	780	1091	1843	0	0	0	2	1	0	193	66	0	2	118	0	7	2	16	24	0	0	1	6	1	0	16	3	1	0	3	0	2	0	0	0	50	2	2	19	0	4	0	0	5	1	541	22	65	388	6	11	312	133	14	787	38	93	1084	0	38	35	2773	1	213	45	5642	0	115	162	68	0	291	13	104	0	22	47	0	2139	175	974	2768	2825	0	343	185	1793	1	22	23	0	9	0
ASV_53	441	151	3	12	39	127	2	0	3	0	71	39	112	61	28	7	644	0	1	17	36	203	0	1	1	0	1	8	2	212	1	135	187	171	68	556	32	92	2571	10	655	323	62	8	7	156	0	85	2915	75	221	14	24	29	50	8	785	29	14	527	238	230	8	42	6	145	23	141	14	2684	286	3209	122	780	1726	3577	88	54	10	243	268	2	81	43	84	4	0	13	0	112	170	100	836	5	1	3	42	0	43	92	262	1	21	2	606	0	119	16	363	7	0	124	4	30	0	44	74	715	6	4	1
ASV_54	321	137	117	137	187	18	179	128	73	175	246	192	337	616	469	102	530	525	472	34	165	709	48	601	162	330	367	99	33	196	23	504	1340	139	974	848	9	287	105	44	477	774	70	497	48	340	64	560	132	58	243	168	29	18	25	42	618	429	875	1851	1584	285	300	110	104	810	284	530	745	228	258	47	42	445	23	258	38	179	15	253	199	36	503	32	32	132	0	6	364	307	254	81	362	170	318	30	17	39	16	119	402	358	276	23	357	118	90	17	105	40	26	291	24	76	6	383	17	547	112	85	86
ASV_55	6	4	156	114	150	7	530	404	79	494	244	203	746	316	2231	791	2585	5134	302	288	224	133	118	267	712	134	166	20	64	55	22	0	34	6	1	1641	37	129	24	385	22	650	33	18	55	54	19	299	0	40	197	125	28	5	9	21	100	252	50	7	51	45	48	31	32	532	271	170	873	677	32	75	316	393	10	491	153	119	22	579	9	39	827	113	33	311	5	0	570	188	12	5	53	219	434	4	13	6	11	8	70	83	543	9	12	373	35	13	43	14	192	44	8	38	69	194	1	289	170	167	72
ASV_56	1518	24	93	1598	122	45	2142	2012	738	738	310	142	272	192	1748	505	1512	1350	272	122	122	347	61	445	315	276	223	414	138	171	212	208	4	61	116	296	6	89	158	50	337	134	135	362	28	172	51	630	330	230	215	218	616	32	12	148	3	9	6	1137	0	112	29	7	9	70	15	5	29	36	1001	7	7	201	17	0	103	79	12	100	123	7	502	16	21	52	0	49	36	42	165	55	0	29	170	175	4	603	125	5	499	65	164	1	1	64	28	11	25	20	280	399	1	98	67	104	3	89	103	114	16
ASV_57	6	18	147	3	55	1905	6	62	922	20	131	16	138	84	103	21	272	19	14	1	0	5	3	50	86	719	138	27	107	1	19	429	177	3	124	231	17	351	36	1	121	124	17	1107	27	101	205	361	7	30	76	59	170	61	407	54	2925	307	83	6	137	813	280	520	88	432	10	118	100	1490	0	1290	198	605	37	164	46	233	62	2514	8	14	505	23	9	105	2	13	4	268	0	41	128	30	26	109	490	0	233	102	3	25	1260	25	321	254	1241	20	68	406	15	6	167	918	2	492	5	77	484	93	205
ASV_59	0	2979	26	49	279	705	9	179	1516	94	3	3	25	0	615	316	1051	19	0	15	13	335	0	710	712	2419	276	1	9	63	4	6	8	56	0	1556	752	214	182	8	0	93	2	63	60	3	1	0	86	7	28	0	57	412	2128	10	48	1	3	0	0	61	4	28	6	0	34	1	0	18	0	28	0	0	0	0	0	2213	351	1369	5	21	3	19	30	0	6	65	7	33	0	886	168	1	221	530	78	69	1522	547	0	6	375	0	507	17	0	0	0	0	100	293	34	314	1	5	3	0	89	520	302
ASV_60	0	287	42	0	136	1752	0	64	3203	74	0	0	22	4	3	36	436	5	0	53	0	20	0	727	220	663	216	0	53	42	5	0	220	7	0	785	43	968	42	27	2	681	7	103	44	11	8	0	8	0	90	0	78	63	1135	17	641	203	171	0	139	1261	259	331	178	4	16	196	2	0	0	9	2	3	0	25	2	174	290	3429	12	14	1	8	14	0	2	0	0	1	2	1123	211	0	1	369	162	5	976	1423	1	68	82	0	325	43	832	4	88	171	39	36	114	1761	4	1	2	0	30	35	186
ASV_61	175	53	419	150	224	16	434	339	387	517	64	312	285	740	367	368	1140	846	51	101	24	136	10	35	121	380	207	34	93	104	55	724	305	80	940	110	25	424	98	45	635	1485	234	57	163	1144	406	584	161	274	458	329	35	21	198	222	113	63	251	469	365	1	85	29	47	13	86	67	59	193	47	26	209	5	19	816	3	89	131	279	162	44	90	45	53	167	2	0	148	39	83	39	63	173	44	9	12	8	49	83	95	183	330	24	48	216	354	26	215	524	159	13	67	87	107	924	26	1136	38	307	143
ASV_62	0	67	29	0	425	91	1	1	0	0	1	357	17	0	17	541	133	24	1	3284	230	0	1	23	83	4	8	0	11	22	1	0	0	2	0	3	79	28	4	0	76	984	7	3	100	22	0	0	12	1	1	0	1	257	0	2	0	0	0	1	0	0	2	4	0	0	93	0	3	0	0	4	0	0	20	2	0	0	0	0	0	0	9	13	2	0	9416	5670	220	3	0	35	42	0	148	139	3	3	1234	6	0	0	3	0	2	0	2	12	3	0	10	0	482	60	0	6	452	69	22	1397	10
ASV_63	204	85	267	185	45	39	231	1649	273	1268	20	25	32	32	353	76	201	556	1308	41	534	290	415	558	91	282	757	102	22	81	56	1	8	45	2	5	0	101	31	0	74	53	36	31	5	79	5	377	5	99	61	109	3	4	13	3	12	11	3	220	4	4	13	17	7	21	72	7	24	25	1043	8	42	54	12	0	35	23	3	48	86	5	8	1	32	3	2	0	89	401	142	171	2	353	427	654	84	2113	73	59	481	146	359	5	13	252	6	31	24	2	2573	139	0	85	876	1260	57	1492	386	456	133
ASV_64	3	253	15	0	6	635	0	24	3143	13	0	0	2	0	31	24	747	2	1	0	0	24	0	51	163	985	83	0	25	12	2	19	57	1	2	406	91	886	3	5	19	81	4	121	9	13	14	1	6	1	1	0	53	36	595	14	192	79	7	0	9	343	110	754	28	124	9	33	16	65	0	580	2	48	5	1	5	376	50	1493	0	44	7	12	0	1	0	0	0	19	0	1071	1283	1	1	259	392	0	59	1154	0	2	32	0	2725	20	45	3	7	13	32	15	161	2799	7	3	2	0	48	24	1412
ASV_65	845	9	403	38	8	6	91	154	60	222	14	11	21	17	3	0	22	11	13	35	3	71	4	42	10	118	146	4	8	0	4	238	186	2	117	137	0	272	177	37	567	507	350	184	50	703	179	345	124	155	238	154	158	63	24	109	261	252	82	642	102	735	826	96	377	80	247	44	243	49	170	21	23	1389	188	2	526	674	30	952	31	241	751	110	95	163	1	0	506	152	81	60	31	180	215	8	16	28	49	43	73	489	26	57	28	22	27	2	7	15	18	16	6	63	6	1422	58	1400	755	582	162
ASV_66	16	68	6	0	24	208	0	0	403	0	0	17	31	0	12	230	717	7	0	467	40	19	0	6	59	224	4	2	6	166	0	0	5	7	0	11	477	2187	106	2	0	330	0	1	197	0	0	3	912	760	320	0	2	91	177	0	0	0	4	12	1	0	4	1107	0	0	298	193	1	4	1	1703	2	0	24	795	0	169	241	1412	19	25	1	57	206	0	2081	635	34	0	25	359	264	2	33	163	76	0	148	90	2	5	11	5	93	7	2	44	1505	3	44	8	1460	899	10	6	68	236	1	252	220
ASV_67	212	4	2	663	901	19	1426	406	432	324	1187	1186	2273	1614	381	184	114	648	2	15	12	92	1	215	136	280	284	26	39	19	46	532	36	21	723	1	9	137	53	0	176	115	145	2	38	199	0	134	12	87	86	99	963	55	102	930	75	13	56	287	100	0	4	2	5	19	2	5	12	6	6	3	4	31	19	0	55	29	2	63	60	3	24	7	0	4	0	0	2	291	20	27	0	312	3	5	0	24	2	9	19	126	138	0	93	95	119	5	32	148	2332	78	6	112	577	2	2	6	0	0	0
ASV_68	42	126	1	2	30	4	1	0	6	0	150	32	248	139	4	0	404	5	38	193	2038	55	0	3	0	12	0	38	3	50	0	249	47	211	160	56	15	32	635	5	149	47	21	14	10	31	2	222	962	219	439	33	1	3	12	0	358	18	8	68	130	1	0	1	0	436	82	489	124	285	405	562	10	489	622	1973	15	14	5	254	358	2	462	200	225	5	1	13	1	263	327	38	1338	23	22	7	13	0	3	175	291	2	35	0	1067	1	120	34	3177	6	0	54	10	5	0	152	134	808	1	2	2
ASV_70	1	0	0	0	1	0	0	0	0	0	0	130	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	3	0	0	5	23	21	18	7	314	12	5256	1	0	29	0	0	1228	0	0	2	4	2114	4	7	1	51	0	0	0	1309	0	4	1	0	0	0	0	16	44	0	2	0	1	0	0	0	812	1	0	11	226	2	10520	1	0	2	2	0	17	6	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_71	126	131	81	103	46	10	46	100	27	108	93	58	353	189	769	14	285	45	260	3	141	371	2	285	35	96	174	166	38	83	13	554	72	163	1634	676	98	264	91	7	247	243	19	557	32	244	18	485	202	17	127	103	6	46	8	5	338	51	18	570	97	322	24	7	19	868	81	182	155	722	334	69	14	1265	23	90	37	752	20	139	238	21	708	42	46	28	1	1	27	489	384	24	49	56	322	18	21	9	32	30	499	91	335	33	120	13	496	3	23	10	89	304	24	13	0	436	2	428	114	58	17
ASV_72	20	510	4	389	326	17	699	98	44	46	340	371	104	466	855	240	207	1008	677	52	342	127	193	26	382	219	104	770	331	19	477	7	0	35	17	31	0	127	48	2	72	96	55	0	8	165	0	3	0	3	24	2	46	4	9	11	2	33	0	13	0	0	0	0	1	8	309	4	28	96	1453	14	37	0	5	53	0	30	13	30	283	55	12	20	4	23	4	34	415	159	880	64	2	186	384	894	44	1318	30	9	2507	20	71	9	27	51	35	9	19	56	523	84	9	52	165	430	20	772	0	4	6
ASV_73	42	7	80	5	27	262	24	3	29	5	50	49	69	110	13	4	1	39	0	27	0	8	0	205	35	124	353	0	7	34	2	139	88	12	1149	30	17	418	72	2	1408	2437	977	11	227	958	19	4	32	5	147	1	165	106	2137	733	177	14	110	236	308	17	24	109	30	0	0	20	1	6	20	33	0	358	29	0	168	1	18	523	21	6	9	19	47	8	2	50	0	7	42	3	1	5	2	2	31	0	41	22	36	93	7	4	53	5	1344	87	937	2030	5	0	457	207	2	82	11	89	21	52	16
ASV_74	11	1	1	67	634	0	171	2	138	6	1197	890	536	907	730	213	1340	1227	1	19	32	100	1	136	190	204	123	156	79	89	129	3	1	26	0	5	1	197	35	0	1354	814	676	2	119	1061	5	2	0	34	85	4	170	24	20	105	3	3	0	0	0	0	0	4	0	12	9	0	8	9	3	1	7	65	17	8	34	0	0	60	20	0	499	25	0	58	0	0	2	141	0	48	0	127	57	135	2	673	0	39	1	351	520	24	1	320	160	15	3	219	1713	132	25	114	381	169	7	286	1	0	0
ASV_75	622	0	699	370	19	16	764	1585	262	1008	20	21	13	31	122	38	14	208	1	2	0	30	0	36	32	213	21	16	9	17	24	281	356	0	217	184	9	50	52	62	4	19	39	256	27	22	106	303	37	157	161	199	696	24	32	662	10	483	7	426	39	3032	1333	150	1637	18	27	61	16	95	30	3	39	42	8	28	46	218	4	135	21	46	104	17	46	29	0	70	11	16	33	9	1	31	1	6	0	23	12	0	35	0	626	0	0	320	31	5	8	37	1	29	2	46	4	72	3	62	270	233	25
ASV_76	96	2	32	3	1	1	4	12	43	19	21	6	0	8	1010	225	773	1700	0	11	1	13	1	131	177	43	50	189	66	68	113	266	370	8	232	394	5	33	36	117	0	37	14	21	9	10	17	55	8	22	40	37	74	5	9	99	39	546	45	68	67	3230	1531	189	1808	54	33	31	56	1293	18	0	382	104	122	118	53	238	11	263	25	21	12	7	26	8	0	0	8	78	9	0	13	180	1	16	0	32	38	13	9	3	382	0	1	241	3	13	7	4	17	11	1	9	4	736	10	835	16	4	0
ASV_77	4	561	5	0	21	809	0	0	1211	0	44	22	63	47	0	3	62	0	0	0	4	40	0	339	53	221	562	27	23	36	30	1	185	58	13	295	33	478	10	142	204	425	113	192	26	228	114	2	0	17	105	0	0	4	1	0	324	132	102	11	442	387	417	395	553	0	6	47	2	4	1160	25	0	568	37	25	165	23	70	1792	106	17	0	20	7	0	2	1	1	0	491	43	0	1	2	3	22	2	42	160	2129	5	14	0	10	6	927	77	413	664	1	3	243	543	2	0	2	3	0	11	28
ASV_78	16	11	24	4	70	3	34	121	1	431	29	115	42	89	196	181	110	1487	47	18	58	134	38	370	145	284	2170	4	56	45	12	36	208	11	51	108	8	136	62	43	93	242	173	64	32	502	84	54	0	81	157	96	1	10	1	36	154	201	165	47	247	74	855	43	292	37	134	44	320	77	40	6	203	274	135	0	393	770	19	352	10	124	235	21	47	68	0	0	153	11	13	87	1	35	70	162	24	548	49	75	101	413	264	49	29	215	290	23	105	639	173	87	116	96	41	154	7	312	29	22	12
ASV_79	1	94	0	0	0	0	0	2	9	0	0	0	0	0	0	197	0	4	0	18	0	1	0	0	6749	6	0	0	13	0	1	0	0	0	0	0	11	1317	695	0	0	10	0	0	79	118	0	0	3615	0	0	0	0	4012	0	0	0	1	0	1	0	0	4	0	0	0	9	0	0	1	0	0	1	2	0	0	0	3	92	1	1	1	0	0	0	0	107	0	0	0	0	0	0	0	0	758	50	1	0	0	0	0	0	19	5	0	0	0	4	0	1	2	253	87	3	0	1	0	0	64	5
ASV_80	4	65	0	23	462	2	54	4	7	3	466	518	239	631	5	26	79	15	1080	140	700	356	254	6	380	285	9	1000	390	163	451	0	0	20	0	18	0	19	28	2	0	5	0	0	0	1	0	2	1	0	0	0	58	1	42	25	0	0	0	11	0	0	0	8	0	0	6	0	0	3	58	5	0	13	0	0	0	5	3	37	84	22	5	8	2	6	13	3	0	3	54	139	0	3	494	2397	87	2857	14	70	112	50	2	2	1	0	1	28	0	0	1654	125	0	36	422	299	26	504	0	0	42
ASV_81	87	20	164	6	305	0	6	5	102	1	797	342	189	602	1108	225	1028	1847	2	102	8	6	3	1766	231	165	860	170	55	102	81	19	3	0	10	129	0	31	17	39	0	20	1	0	0	2	0	31	33	43	11	22	11	0	12	11	1	38	4	36	9	20	10	0	7	79	86	19	144	1045	262	9	282	5	90	151	9	4	4	103	37	3	7	1	1	2	0	0	321	96	29	5	0	173	220	8	25	5	86	6	190	29	222	0	38	86	7	6	2	3	0	3	0	102	0	1041	20	1150	68	85	32
ASV_82	349	44	201	4	12	21	8	8	89	13	11	1	6	12	465	11	71	90	0	63	0	141	0	292	8	33	285	0	3	1	0	0	680	24	0	1	1	71	49	5	7	41	20	0	1	7	3	257	100	35	51	189	265	5	36	881	935	293	680	792	1890	219	329	247	441	72	12	81	105	17	270	7	3	1	3	15	0	4	5	32	102	1	491	14	17	207	0	0	0	0	148	0	0	0	0	0	1	1	48	0	362	0	106	0	4	39	1228	85	628	1033	1	39	266	135	0	192	6	251	60	170	97
ASV_83	16	13	38	59	59	14	156	120	52	68	24	62	60	48	75	56	59	168	114	51	108	248	57	94	77	137	96	53	127	20	56	69	95	41	158	266	14	211	46	71	508	426	152	2	37	513	1	80	6	29	83	38	231	38	42	201	143	31	110	13	159	13	52	24	24	58	162	17	80	2744	53	65	976	35	289	705	24	110	201	160	40	195	410	132	131	116	0	0	233	133	28	35	16	208	213	207	31	309	13	25	65	79	336	34	0	136	412	75	241	315	25	236	63	36	7	127	9	169	32	91	8
ASV_84	0	189	0	1	30	6971	2	33	1591	14	1	4	10	1	0	0	2	0	0	0	0	0	2	2416	1172	556	1389	0	6	0	1	0	15	2	0	0	0	23	11	0	0	0	0	0	0	2	0	0	19	0	0	0	0	0	5	0	13	18	0	0	7	11	10	2002	6	1	0	1	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	19	0	295	34	0	0	0	0	61	0	0	0	0	0	0	8	0	29	0	0	0	0	0	0	8
ASV_85	618	20	19	133	52	9	368	32	63	16	75	73	39	103	63	30	38	99	2	2	13	234	0	90	44	151	65	5	39	6	11	79	73	86	168	1697	70	304	233	458	247	721	200	12	80	907	1	5	128	20	190	14	466	167	22	635	41	148	17	563	27	114	227	33	107	22	179	75	158	90	32	95	28	39	23	33	7	93	21	26	91	112	646	91	41	146	0	0	304	31	85	51	12	23	175	13	0	16	1	30	63	148	111	59	12	53	57	10	37	67	46	572	28	57	6	481	21	541	6	5	26
ASV_86	33	50	80	47	135	11	317	70	113	197	125	209	352	350	238	36	108	96	403	98	348	1006	48	331	111	281	803	517	102	267	59	84	7	158	73	213	4	68	20	0	154	197	34	6	18	84	0	227	104	18	41	51	27	17	120	45	21	5	1	237	15	17	1	3	0	3	47	13	1	544	123	18	308	168	71	757	15	227	46	296	57	27	207	15	34	36	0	9	70	228	57	58	5	110	133	72	8	206	31	40	151	50	228	4	125	120	267	14	24	39	256	430	15	31	34	327	5	328	19	60	16
ASV_87	19	5	2	0	37	12	0	0	4	0	1	17	0	7	261	148	133	339	1745	16	2468	88	1127	26	950	319	126	35	62	86	29	0	0	3	0	0	0	49	26	1	1	54	2	0	0	22	0	5	0	20	10	10	1	0	20	0	0	0	0	31	0	0	0	4	3	1	60	0	0	0	0	13	0	0	0	0	0	12	4	7	109	94	0	6	0	0	0	0	10	754	9	201	6	3309	20	394	72	179	187	118	0	13	3	14	14	0	3	3	4	0	152	3	2	31	96	499	35	751	0	2	0
ASV_89	0	44	0	4	501	5	6	56	146	1	0	214	1	34	0	12	24	8	0	35	0	0	0	0	4	31	0	5	64	11	13	1	3	12	1	0	37	10	420	0	0	35	2	0	666	7	1	0	81	5900	14	14	0	33	0	2	0	30	0	3	0	3	211	0	0	0	74	0	10	0	207	0	1	6	527	3	4	25	246	7	17	3	0	12	12	0	188	9	0	0	160	20	2	2	0	971	0	0	2604	0	142	2	2	1	4	0	2	238	0	0	3	2	23	11	0	3	44	7	1	398	5
ASV_90	2	228	0	0	9	1295	0	2	2392	2	22	11	50	41	0	0	0	0	0	0	0	18	0	208	25	116	323	12	8	15	10	0	196	26	39	191	31	325	31	86	209	400	76	93	39	174	51	0	1	2	67	0	0	5	0	3	334	108	128	14	379	390	363	315	462	2	3	63	0	0	567	8	0	228	16	0	73	20	49	846	74	1	2	7	14	0	0	0	0	0	246	24	0	0	0	5	83	1	47	143	1215	0	3	0	60	4	488	45	221	304	2	0	149	139	1	0	5	4	1	1	10
ASV_91	0	5	2	0	0	0	0	0	1188	2	0	0	1	0	0	0	13	0	0	0	0	0	0	0	0	2	0	0	0	5	0	0	0	0	0	0	42	261	0	1	0	49	0	0	0	0	0	0	1	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	12	121	715	0	62	0	3	0	0	0	0	0	0	0	0	0	0	0	216	297	2	1	0	0	1	3	0	1634	10	0	0	0	0	8	0	2541	7123	15	2	10	2	0	29	9
ASV_93	0	0	0	0	111	26	1	0	2	0	2	124	47	5	9	111	10	8	0	82	0	0	0	0	0	19	0	2	1	10	4	0	0	0	0	0	0	4	5	0	0	18	0	2	21	0	0	0	0	0	2	0	0	8	0	0	0	0	0	0	0	2	0	9	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4250	8388	127	0	0	1	159	2	98	2	1	0	156	0	0	0	0	2	4	1	0	1	0	0	1	0	11	1	0	0	2	0	0	87	1
ASV_94	0	0	0	0	4	6	0	0	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	49	3	0	21	9	0	10268	3	0	0	0	0	114	0	558	2662	2	0	1	1	0	0	0
ASV_95	69	6	92	2	117	7	7	12	35	118	123	150	300	199	53	53	411	273	15	5	12	142	10	279	44	103	1141	36	18	36	14	49	75	9	108	63	0	62	47	45	195	516	108	104	18	164	80	64	78	53	92	62	104	18	75	105	29	94	55	114	69	242	240	15	133	95	48	43	183	292	99	11	397	383	119	198	264	279	10	1653	13	47	245	89	45	61	0	0	42	15	23	32	0	20	49	38	6	163	20	20	166	146	13	10	5	35	21	0	79	35	17	47	1	27	13	118	0	490	40	46	31
ASV_96	761	17	0	0	0	0	1	1	0	1	1	3	0	0	3	0	2	0	1791	0	794	401	661	0	354	7	28	5	3	22	0	0	0	32	0	2	0	5	80	0	25	40	46	0	2	39	1	0	242	0	31	1	3	0	0	0	3	33	0	5208	1	0	0	1	0	44	4	52	119	531	0	14	463	1	12	443	3	20	5	266	231	9	2	1	5	0	0	0	0	13	580	3	3	13	0	1	0	6	0	3	13	2	0	0	0	0	1	0	0	0	0	0	0	5	0	0	1	0	0	0	0
ASV_97	0	14	0	0	3	0	0	4	50	11	0	2	2	0	0	77	2	0	0	145	0	0	0	0	11844	4	4	0	76	0	0	0	0	0	0	0	0	0	209	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	18	0	0	0	0	0	1	0	0	0	0	8	0	0	0	74	0	9	11	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	938	0
ASV_98	14	0	0	0	0	6	0	0	0	0	0	0	3	1	0	0	0	0	1	0	0	0	0	0	0	29	0	0	2	2	0	0	720	3	0	0	0	10	14	0	2	5	0	0	0	0	0	614	0	210	98	181	153	8	27	19	2613	143	1156	2	760	94	387	131	106	2	947	45	3	0	0	0	0	0	0	0	3	587	7	7	6	71	4	4	6	0	0	2	817	492	0	15	428	264	1496	16	10	1	0	3	0	0	353	1	0	134	34	12	1	17	0	0	4	63	0	0	4	0	0	0	4
ASV_99	78	10	53	52	18	9	36	44	21	33	40	15	102	32	115	0	12	5	165	31	52	224	2	476	24	56	504	13	6	109	0	166	37	27	39	275	23	27	44	10	410	205	21	100	48	67	3	403	58	43	54	69	95	19	27	52	1086	14	82	114	135	304	14	13	22	691	32	41	120	478	129	37	117	779	32	65	45	851	6	221	1	19	397	37	8	32	0	4	49	150	27	5	63	9	209	2	4	7	0	21	49	50	419	1	122	179	407	2	74	55	57	159	12	10	2	224	0	115	270	39	7
ASV_100	89	39	239	13	11	18	2	0	98	4	4	3	8	15	588	31	30	98	0	75	10	11	0	345	19	63	253	2	0	0	0	0	865	29	2	4	0	33	26	3	3	17	5	1	0	4	1	3	8	1	2	3	287	8	73	1053	1375	340	826	171	2214	251	419	306	532	85	4	77	107	1	371	6	2	11	2	3	0	1	0	2	39	4	0	1	0	0	0	0	0	0	124	0	0	2	1	0	4	1	44	0	487	0	178	0	1	55	4	14	25	10	0	0	0	4	0	218	7	165	73	171	175
ASV_101	63	54	194	9	12	23	0	0	53	1	11	10	14	14	585	7	135	128	0	72	1	9	1	318	21	80	325	0	7	0	0	0	775	40	1	3	1	47	23	0	0	43	3	0	0	1	0	1	4	0	3	3	313	9	46	977	1566	335	936	149	2053	308	460	320	468	97	15	157	108	2	348	2	0	12	0	18	1	7	0	10	61	0	0	5	1	0	0	0	0	0	123	1	0	0	0	0	1	0	56	0	384	0	131	0	1	57	3	2	1	7	0	0	3	3	0	232	1	184	56	152	131
ASV_102	0	0	362	11	114	3	46	35	13	410	17	153	52	265	100	182	24	983	6	41	5	0	8	1	198	118	30	0	3	0	2	0	34	1	0	0	0	35	1	0	26	46	34	2	6	65	116	3	0	90	135	74	4	18	1	41	0	195	3	2	25	0	14	0	3	10	121	47	1078	48	0	4	2592	219	382	270	1423	0	123	516	3	29	0	46	58	3	0	0	316	1	0	52	0	362	1	15	18	14	51	27	0	520	5	10	0	221	2	4	1	8	22	0	0	43	27	90	5	126	8	275	0
ASV_103	65	22	74	53	35	5	171	3	100	20	13	23	13	57	377	143	146	732	370	23	146	258	121	33	130	109	25	478	461	83	814	49	169	6	121	1635	6	130	74	1101	42	165	49	10	6	46	43	98	10	62	150	117	176	13	41	438	0	154	0	170	2	20	410	21	356	26	3	34	316	149	65	28	297	137	32	82	69	25	37	106	19	13	14	9	32	8	0	0	6	33	25	5	0	109	8	51	1	145	59	2	95	25	7	2	3	3	1	1	0	0	17	48	0	29	7	2	0	1	5	41	19
ASV_104	0	35	0	3	121	16	0	1	3	0	0	170	141	0	5	11	1278	5	4	107	15	19	2	1	3	26	3	2	0	44	0	1	1	158	7	5	149	42	473	0	43	589	0	11	264	23	0	4	3888	550	214	7	1	0	142	0	0	0	0	3	0	2	0	51	0	3	13	13	0	0	6	47	0	2	38	1339	0	7	8	1273	12	1	2	20	221	0	67	35	0	3	80	94	480	0	3	12	2	0	34	102	3	2	0	0	206	0	2	4	79	0	1	8	44	229	0	6	49	29	0	86	6
ASV_105	7	15	2	0	7	4	0	0	168	0	0	8	0	0	12	121	427	12	0	51	0	0	0	10	77	232	4	0	0	0	0	1	0	3	0	3	260	440	167	3	0	251	1	11	1985	2	5	0	3289	11	9	0	0	20	151	0	0	0	0	2	0	3	7	433	0	1	3	7	0	4	0	205	1	0	0	0	0	1	10	797	2	3	0	0	0	0	1559	1453	11	0	3	0	0	0	11	37	57	0	5	0	0	0	0	0	88	0	0	0	37	0	0	2	18	210	0	0	1	0	0	127	141
ASV_106	14	7	214	12	25	6	3	132	14	119	50	32	95	46	503	28	104	164	30	0	27	159	4	266	34	77	67	82	65	60	12	596	25	31	899	355	22	84	12	7	79	79	7	15	11	72	4	918	0	92	44	259	175	18	20	93	214	65	9	13	48	148	49	9	39	400	96	43	104	280	60	5	24	261	2	12	23	190	8	86	12	2	17	8	10	1	0	4	114	298	13	15	26	109	345	17	13	64	9	4	57	32	726	2	40	130	106	12	28	20	539	56	1	33	18	554	0	364	277	203	48
ASV_107	34	0	165	175	214	17	2427	63	177	751	38	148	33	371	183	503	413	1716	242	106	118	34	100	1	241	528	9	2	20	66	7	0	0	0	0	0	0	68	38	0	65	91	74	0	17	215	142	7	4	38	134	40	0	1	0	0	0	0	0	217	0	0	0	0	0	0	210	0	0	0	0	2	0	70	45	4	207	3	10	62	6	66	6	29	3	8	0	0	637	58	0	21	8	537	12	24	14	4	223	5	0	51	4	2	0	47	0	0	2	0	8	0	5	64	6	29	5	26	0	149	11
ASV_108	284	0	2	0	24	2	0	1	10	1	16	29	8	57	1007	431	522	1517	7	57	19	167	8	119	251	246	233	1192	717	354	1594	2	1	19	0	6	0	12	38	0	1	11	21	0	0	4	0	0	25	2	2	2	85	13	7	131	0	1	0	432	0	0	0	2	0	0	0	0	0	0	13	1	0	1	0	0	0	68	0	0	37	9	23	3	0	6	0	0	0	1	3	23	0	1	24	33	0	155	0	65	9	609	0	52	23	0	0	0	0	0	1251	149	0	23	228	1	1	0	0	0	0
